tag3,artist,tag2,tag1,playcount,similar1,similar2,similar3,listener_count
Chicano Rap,Kid Frost,Hip-Hop,rap,255550,Above the Law,Lil Rob,South Central Cartel,58025
west coast,Kid Ink,rap,Hip-Hop,5714755,Tyga,Chris Brown & Tyga,August Alsina,430337
alternative rock,Kid Rock,hard rock,rock,8298867,Uncle Kracker,Buckcherry,Nickelback,686246
Electro Hip Hop,Kid Sister,electronic,Hip-Hop,1966464,Amanda Blank,Rye Rye,Uffie,239073
swag,Kidd Kidd,G-Unit,under 2000 listeners,24580,G-Unit,A$AP Twelvyy,Rich Kidz,5741
rap,Killah Priest,wu-tang,Hip-Hop,1278329,Sunz of Man,Ras Kass,Killarmy,105034
Dirty South,Killer Mike,rap,Hip-Hop,3608671,El-P,Run the Jewels,Big K.R.I.T.,248090
atlanta,Kilo Ali,Dirty South,Hip-Hop,25017,Raheem The Dream,Drama feat. Outkast & Marsha Ambrosius,Fonzworth Bentley,4469
Cleveland,King Chip,seen live,Hip-Hop,106782,Chuck Inglish,Chip tha Ripper,Hit-Boy,8570
detroit,King Gordy,rap,Horrorcore,336413,DJ Clay,Project: Deadman,Anybody Killa,48280
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,King Tee,Hip-Hop,West Coast Rap,269545,Spice 1,Above the Law,MC Eiht,58596
underground hip hop,Kirk Knight,hip hop,Hip-Hop,139579,Mick Jenkins,Joey Bada$$,Nyck Caution,16572
rnb,Kirko Bangz,Hip-Hop,rap,806216,K Camp,Tory Lanez,August Alsina,120664
Hip-Hop,Kitty,rap,hip hop,308904,Kitty Pryde,Kreayshawn,JUNGLEPUSSY,21370
rap,KJ-52,christian,Christian Rap,701782,TobyMac,Tedashii,Lecrae,60792
NA,NA,NA,NA,NA,NA,NA,NA,NA
west coast,KNOC-TURN'AL,Hip-Hop,rap,132167,Soopafly,Bad Azz,Kam,20455
folk,KO,hip hop,Hip-Hop,102548,The Waking Eyes,Michael Bernard Fitzgerald,The Junction,11939
hip hop,Kodak Black,Hip-Hop,rap,777451,LIL UZI VERT,21 Savage,Playboi Carti,52083
rap,Kokane,West Coast Rap,G-funk,145174,Above the Law,Spice 1,Mack 10,28237
NA,NA,NA,NA,NA,NA,NA,NA,NA
east coast rap,Kool G Rap,rap,Hip-Hop,1563301,Kool G Rap & DJ Polo,O.C.,Big Daddy Kane,208029
rap,Kool Keith,underground hip-hop,Hip-Hop,1499872,Dr. Dooom,Dr. Octagon,Ultramagnetic MC's,96302
rap,Kool Moe Dee,old school,Hip-Hop,266741,Stetsasonic,Special Ed,Whodini,67263
seen live,Koolade,Hip-Hop,croatian,8445,Tram 11,Nered i stoka,Handbook,1307
Gangsta Rap,Krayzie Bone,Hip-Hop,rap,1090886,Bizzy Bone,Bone Thugs-N-Harmony,Tech N9ne,144855
rap,Kreayshawn,swag,Hip-Hop,2521226,Lil Debbie,Brooke Candy,Rye Rye,199480
rap,Krizz Kaliko,Hip-Hop,Strange Music,1461314,Tech N9ne,Stevie Stone,Kutt Calhoun,119844
hip hop,KRS-One,rap,Hip-Hop,5300209,Boogie Down Productions,Rakim,EPMD,481266
juggalo,Kung Fu Vampire,rap,Horrorcore,67844,DJ Clay,Axe Murder Boyz,Drive-By,9462
rap,Kurious,hip hop,Hip-Hop,101274,Jemini The Gifted One,Scientifik,Ill Biskits,11630
old school,Kurtis Blow,rap,Hip-Hop,711015,Whodini,Grandmaster Flash and The Furious Five,The Sugarhill Gang,178114
Gangsta Rap,Kurupt,Hip-Hop,rap,1505326,Tha Dogg Pound,DJ Quik,Daz Dillinger,262829
rap,Kutt Calhoun,Hip-Hop,Strange Music,610946,Krizz Kaliko,Tech N9ne,Stevie Stone,95040
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Lil' Kim,rap,Hip-Hop,3313530,Foxy Brown,Remy Ma,Trina,430472
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,La Chat,memphis,rap,139033,Indo G,Crunchy Black,Prophet Posse,28113
rap,La the Darkman,wu-tang,Hip-Hop,196049,Hell Razah,Dom Pachino,9th Prince,30035
hip hop,Lady Luck,rap,Hip-Hop,8059,Ran Reed,Shadowz In Da Dark,Pudgee,1685
hip hop,The Lady of Rage,rap,Hip-Hop,108677,Da Brat,Daz Dillinger,Tha Dogg Pound,26338
Queensbridge,Lakey The Kid,new york,rap,3724,Lake Featuring Cormega,Infamous Mobb,Bars & Hooks,289
rap,Lakim Shabazz,old school,Hip-Hop,18382,Steady B,The Real Roxanne,J.V.C. F.O.R.C.E.,3796
new york,Lakutis,rap,Hip-Hop,146952,Kool A.D.,Heems,Das Racist,4577
rap,Large Professor,underground hip-hop,Hip-Hop,879968,Lord Finesse,Kev Brown,Artifacts,83823
NA,NA,NA,NA,NA,NA,NA,NA,NA
female vocalists,Lauryn Hill,Hip-Hop,soul,12772988,Fugees,Erykah Badu,Aaliyah,969816
Lo-Fi,Lazarus,metal,thrash metal,148592,Evile,Warbringer,Forbidden,22485
NA,NA,NA,NA,NA,NA,NA,NA,NA
christian,Lecrae,Hip-Hop,Christian Rap,2298271,Trip Lee,Andy Mineo,Tedashii,96764
underground hip-hop,Left Brain,Hip-Hop,ofwgkta,110852,I Smell Panties,Super 3 Feat. Casey Veggies And Hodgy Beats,Casey Veggies Feat. Tyler Creator,43537
underground hip-hop,Lex Luger,Hip-Hop,rap,18937,Juicy J & Lex Luger,808 Mafia,Cartel MGM,1377
Hip-Hop,Lil Bibby,rap,drill,281061,Lil Herb,Lil Durk,Fredo Santana,11765
swag,Lil B,Hip-Hop,based,6514216,SpaceGhostPurrp,Main Attrakionz,Lil B x Chance The Rapper,193880
swag,Lil Debbie,rap,Hip-Hop,318089,Kreayshawn,Honey Cocaine,Riff Raff,15735
comedy,Lil Dicky,rap,Hip-Hop,1260446,Logic,Watsky,Hopsin,76506
Hip-Hop,Lil Durk,rap,drill,739626,Lil Bibby,Lil Reese,Chief Keef,48466
rap,Lil Eazy-E,Hip-Hop,Gangsta Rap,135654,Hood Surgeon,Bloods & Crips,Spider Loc,34198
rap,Lil Herb,drill,Hip-Hop,335217,Lil Bibby,Lil Durk,Chief Keef,9177
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
female vocalists,Lil Mama,rap,Hip-Hop,842776,Queen Latifah,Lil' Kim,Eve,150329
NA,NA,NA,NA,NA,NA,NA,NA,NA
trap,Lil Reese,rap,drill,239399,Fredo Santana,Lil Durk,Chief Keef,21617
west coast,Lil Ric,California,rap,12651,Young Ed,Pizzo,Triple Beam,2948
NA,NA,NA,NA,NA,NA,NA,NA,NA
Dirty South,Lil Scrappy,Crunk,rap,585241,YoungBloodz,Trillville,Yung Joc,99215
hip hop,Lil Twist,rap,Hip-Hop,584743,Short Dawg,Gudda Gudda,Jae Millz,236661
rap,LIL UZI VERT,Hip-Hop,trap,1537560,Lil Yachty,Kodak Black,Playboi Carti,74738
NA,NA,NA,NA,NA,NA,NA,NA,NA
Dirty South,Lil Wyte,Hip-Hop,rap,1926826,DJ Paul,Three 6 Mafia,Tear da Club Up Thugs,255028
rap,Lil Yachty,hip hop,trap,982375,LIL UZI VERT,Kodak Black,Young Thug,47937
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Lil' Cease,Hip-Hop,rap,12776,Queen Pen,Charli Baltimore,Mysonne,2652
hiphop,Lil' Fizz,sexy,rap,4182,Xso,Lil Fizz,O'Ryan,601
Dirty South,Lil' Flip,Hip-Hop,rap,1640078,Paul Wall,Mike Jones,T.I.,324245
Dirty South,Lil' Keke,southern rap,rap,424218,Big Pokey,Guerilla Maab,Lil' O,93428
hip hop,Lil' Kim,rap,Hip-Hop,3313530,Foxy Brown,Remy Ma,Trina,430472
Houston,Lil' O,rap,Dirty South,112556,Big Pokey,Trae & Z-Ro,Guerilla Maab,29702
NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston,Lil' Troy,rap,Hip-Hop,295584,Luniz,YoungBloodz,Master P,68805
rap,Lil' Wil,hip hop,Hip-Hop,3869,Lil Willie Gibson,dj mr. rogers,GS Boyz,686
hip hop,Lin Que,rap,Hip-Hop,9099,Mama Mystique,Pudgee Tha Phat Bastard,Paula Perry,1744
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
G-Unit,Lloyd Banks,Hip-Hop,rap,6516897,G-Unit,Tony Yayo,Young Buck,905322
rap,Locksmith,Hip-Hop,funk,88613,Furney,Torae,eMC,13605
deep house,Logic,rap,Hip-Hop,4991866,J. Cole,G-Eazy,Dizzy Wright,167259
female rap,Lola Monroe,Hip-Hop,rap,84610,Jacki-O,Rasheeda,Brianna Perry,6690
Stoner Rock,Loon,Hip-Hop,Sludge,79113,Da Band,M.O.P Feat. Sheritha Lynch,Young Gunz,18101
underground hip-hop,Lord Finesse,rap,Hip-Hop,899711,Lord Finesse & DJ Mike Smooth,O.C.,Showbiz & A.G.,105718
rap,Lord Have Mercy,Hip-Hop,hip hop,11798,Ran Reed,The Bad Seed,Shadowz In Da Dark,2293
rap,Lord Infamous,memphis rap,Horrorcore,222449,Three 6 Mafia,DJ Paul,Evil Pimp,25691
rap,Lord Jamar,new york,Hip-Hop,37695,Wisemen,Lord Jamar (Of Brand Nubian),La the Darkman,3675
drone,Los,doom metal,Hip-Hop,280803,Cyhi Da Prynce,Pries,Phil Ade,18130
rap,louis logic,hip hop,Hip-Hop,598635,The Demigodz,7L & Esoteric,Celph Titled,55751
hiphop,Lovebug Starski,rap,Old School Hip Hop,14050,Spoonie Gee Meets The Sequence,The Fearless Four,The Packman,4883
NA,NA,NA,NA,NA,NA,NA,NA,NA
UK hip hop,Lowkey,rap,Hip-Hop,722044,Akala,Immortal Technique,dead prez,42891
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Gangsta Rap,Luni Coleone,hip hop,West Coast Rap,71676,Hollow Tip,Guce,AP.9,17286
NA,NA,NA,NA,NA,NA,NA,NA,NA
90s,Luther Campbell,80s,soul,201,"Florzinho, Mathieu",Sunset Blvd Kids Chorus,Show-B,44
hip hop,MC Lyte,rap,Hip-Hop,555403,Da Brat,Monie Love,Foxy Brown,119117
rap,Melle Mel,Hip-Hop,hip hop,18668,City Stars,Grandmaster Melle Mel,Busy Bee,6716
rap,MF DOOM,underground hip-hop,Hip-Hop,20379362,Viktor Vaughn,Madvillain,King Geedorah,528145
NA,NA,NA,NA,NA,NA,NA,NA,NA
dead prez,M-1,rap,Hip-Hop,94846,dead prez & Outlawz,Stic.Man,dead prez & DJ Green Lantern,9631
female vocalists,M.I.A.,electronic,Hip-Hop,54465407,Azealia Banks,Björk,Brooke Candy,1717884
Hip-Hop,Mac,hip hop,rap,85181,Kane & Abel,Mia X,Soulja Slim,13941
Hip-Hop,Mac Dre,Bay Area,rap,2375218,Andre Nickatina,Keak Da Sneak,Mac Mall,145654
rhymesayers,Mac Lethal,underground hip-hop,Hip-Hop,1289289,Grieves,Brother Ali,Atmosphere,82680
West Coast Rap,Mac Mall,rap,Bay Area,325651,Mac Dre,C-Bo,Dru Down,61714
underground hip-hop,Mac Miller,rap,Hip-Hop,24520389,Isaiah Rashad,Earl Sweatshirt,ScHoolboy Q,880246
NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland,Machine Gun Kelly,rap,Hip-Hop,3202757,MGK,Yelawolf,Hopsin,186223
Gangsta Rap,Mack 10,rap,Hip-Hop,711557,Tha Eastsidaz,WC,Westside Connection,155776
young money,Mack Maine,rap,Hip-Hop,61554,Lil Chuckee,Jae Millz,Gudda Gudda,10013
underground rap,Macklemore,rap,Hip-Hop,3957930,Macklemore & Ryan Lewis,Blue Scholars,L'One,274970
ragga,Mad Lion,dancehall,reggae,86644,Buccaneer,Terror Fabulous,Yellowman & Fathead,16694
rap,Madchild,underground hip-hop,Hip-Hop,678352,Swollen Members,Slaine,Snak the Ripper,22912
funk,Madlib,jazz,Hip-Hop,13978222,Yesterday's New Quintet,Jaylib,Quasimoto,382300
rnb,Maejor Ali,Hip-Hop,rap,173992,Justin Bieber,Soulja Boy,Kid Ink,33112
Hip-Hop,Magic,Psychedelic Rock,japanese,203876,C-Murder,Master P,Silkk The Shocker,22923
Louisiana Rap,Magnolia Shorty,New Orleans,bounce,8923,Gotty Boi Chris,10Th Ward Buck,Monsta Wit Da Fade,2582
hip hop,Maino,Hip-Hop,rap,1516131,Styles P,Jim Jones,Jadakiss,326542
west coast,Mann,rap,Hip-Hop,477421,Bow Wow,Kid Ink,Tyga,101484
Dirty South,Mannie Fresh,Hip-Hop,rap,278413,YoungBloodz,Paul Wall,Juvenile,54653
NA,NA,NA,NA,NA,NA,NA,NA,NA
lesser known yet streamable artists,Mark Battles,rap,Hip-Hop,35668,Chuuwee,Dizzy Wright,Just Juice,3788
hip hop,Marley Marl,rap,Hip-Hop,156272,EPMD,Big Daddy Kane,MC Shan,37346
Bay Area,Marvaless,West Coast Rap,Gangsta Rap,16710,Killa Tay,Lunasicc,Triple Beam,4244
NWOBHM,Marz,Horrorcore,rap,100002,Killa C,Jumpsteady,Monoxide,15836
hip hop,Mase,rap,Hip-Hop,1372858,Diddy,Puff Daddy & The Family,LL Cool J,269741
Maybach Music,Masspike Miles,Hip-Hop,hip hop,65961,Kevin McCall,Neako,Pries,5790
underground hip-hop,Masta Ace,rap,Hip-Hop,4785274,eMC,O.C.,AZ,281378
rap,Masta Killa,wu-tang,Hip-Hop,913913,Inspectah Deck,Cappadonna,Sunz of Man,118013
NA,NA,NA,NA,NA,NA,NA,NA,NA
garage,Master Shortie,Hip-Hop,rap,164416,K.I.G.,Fugative,Scorcher,32104
punk rock,Matt Toka,punk,rock,15559,Bangups,Lost In Society,The Darlings,1130
wavy,Max B,rap,Hip-Hop,1122294,Jim Jones,Cam'ron,The Diplomats,130651
detroit,MC Breed,Hip-Hop,rap,119550,Spice 1,Mack 10,Too $hort,23183
rap,MC Eiht,Hip-Hop,Gangsta Rap,788329,Compton's Most Wanted,Spice 1,South Central Cartel,136971
Nerdcore hip-hop,MC Frontalot,Hip-Hop,nerdcore,2686009,Schaffer the Darklord,MC Lars,Optimus Rhyme,84208
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,MC Lyte,rap,Hip-Hop,555403,Da Brat,Monie Love,Foxy Brown,119117
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
West Coast Rap,MC Ren,Hip-Hop,Gangsta Rap,501003,Eazy-E,Above the Law,Mack 10,107096
hip hop,Mc Serch,rap,Hip-Hop,56491,K-Solo,D-Nice,UMC's,10024
old school,MC Shan,rap,Hip-Hop,90629,Boogie Down Productions,Schoolly D,Biz Markie,22064
rap,MC Solaar,french,Hip-Hop,2987231,IAM,Doc Gyneco,Oxmo Puccino,169193
femc,MC Trouble,female emcees,Hip-Hop,2254,Nefertiti,Another Bad Creation,The Good Girls,517
male,MC Tunes,Hip-Hop,UK,9751,Silver Bullet,Definition Of Sound,Candyflip,2146
meek mill,Meek Mill,rap,Hip-Hop,6011094,French Montana,Young Jeezy,Rick Ross,509463
rap,Melle Mel,Hip-Hop,hip hop,18668,City Stars,Grandmaster Melle Mel,Busy Bee,6716
latin,Mellow Man Ace,Hip-Hop,rap,46315,Lighter Shade Of Brown,Sen Dog,Tha Mexakinz,12916
hip hop,Memphis Bleek,rap,Hip-Hop,956665,Beanie Sigel,Jim Jones,Freeway,208091
West Coast Rap,Messy Marv,rap,Bay Area,420745,Husalah,J-Diggs,San Quinn,64066
wu-tang,Method Man,rap,Hip-Hop,8729132,Redman,Method Man & Redman,Ol' Dirty Bastard,721508
Hip-Hop,Metro Boomin,a bigger blacker dick,hip hop,54430,Metro Thuggin,Young Thug,Future,7154
rap,MF DOOM,underground hip-hop,Hip-Hop,20379362,Viktor Vaughn,Madvillain,King Geedorah,528145
rap,MF Grimm,underground hip-hop,Hip-Hop,913635,MF DOOM & MF Grimm,KMD,Monsta Island Czars,73387
hip hop,Mia X,Hip-Hop,rap,48505,Kane & Abel,Mac,Young Bleed,15794
new york,Mic Geronimo,rap,Hip-Hop,168853,Mad Skillz,Cella Dwellas,Blahzay Blahzay,26667
underground hip-hop,Mick Jenkins,rap,Hip-Hop,1723258,Isaiah Rashad,Kirk Knight,Ab-Soul,72247
electronic,Mickey Factz,rap,Hip-Hop,633360,Charles Hamilton,Saigon,Fashawn,148019
rock,Mike Dean,Hip-Hop,metal,4793,Kurt Brecht,Lee Dorrian,Max Cavalera,1433
rap,Mike G,ofwgkta,Hip-Hop,706296,MellowHype,Hodgy Beats,OFWGKTA,85562
Dirty South,Mike Jones,Hip-Hop,rap,1990965,Paul Wall,David Banner,Lil' Flip,341041
pop,Mike Posner,Hip-Hop,rnb,10623075,Jason Derülo,Charlie Puth,Flo Rida,988289
alternative rock,Mike Shinoda,rock,Hip-Hop,461464,Chester Bennington,Dead By Sunrise,Linkin Park,122151
trap,Mike Stud,hip hop,Hip-Hop,402271,OCD: Moosh & Twist,Futuristic,Skizzy Mars,40498
NA,NA,NA,NA,NA,NA,NA,NA,NA
drake rap,Mike Zombie,rap,Hip-Hop,24623,Bizzy Crook,Lungz,Kush Kelz,3239
nerd hop,Milo,rap,Hip-Hop,1859722,scallops hotel,Open Mike Eagle,Busdriver,50604
NA,NA,NA,NA,NA,NA,NA,NA,NA
psychedelic trance,Mino,rap francais,psytrance,122667,Psy 4 de la Rime,Soprano,Kery James,12315
Kpop,Miryo,Korean,k-pop,69265,Brown Eyed Girls,Gain,YEZI,2982
NA,NA,NA,NA,NA,NA,NA,NA,NA
California,Mista Grimm,Hip-Hop,G-funk,15712,The Dove Shack,"Snoop Dogg, Nate Dogg, Warren",Soopafly,5623
Hip-Hop,Mistah F.A.B.,Bay Area,hyphy,620133,Keak Da Sneak,Mac Dre,E-40,83895
NA,NA,NA,NA,NA,NA,NA,NA,NA
Gangsta Rap,Mitchy Slick,rap,West Coast Rap,81904,Messy Marv & Mitchy Slick,Luni Coleone,Guce,10936
no limit,Mo B. Dick,rnb,rap,6296,Sons Of Funk,Mr. Jinks,Skull Duggrey,1212
seen live,Mod Sun,hippy hop,Hip-Hop,475783,Sam Lachow,Mike Stud,Hoodie Allen,19849
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Monie Love,hip hop,Hip-Hop,115358,MC Lyte,Queen Latifah,Da Brat,29047
outlawz,Mopreme Shakur,Hip-Hop,rap,3979,Macadoshis,Young Noble & E.D.I.,HARDTIMERZ,622
hip hop,Mos Def,rap,Hip-Hop,21185410,Black Star,Talib Kweli,The Roots,1010863
Hip-Hop,Mr. Capone-e,west coast,Chicano Rap,342301,Lil Cuete,Mr. Sancho,Brown Boy,58864
hip hop,Mr. Cheeks,rap,Hip-Hop,90102,Young Gunz,Lord Tariq & Peter Gunz,Philly's Most Wanted,23406
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Mr. Criminal,Gangsta Rap,Chicano Rap,305211,Mr. Capone-e,Lil Cuete,Mr. Shadow,24458
hip hop,Mr. Lif,underground hip-hop,Hip-Hop,1631808,Blueprint,C-Rayz Walz,J-Live,142273
underground rap,Mr. Muthafuckin' eXquire,rap,Hip-Hop,647117,Das Racist,Lakutis,Billy Woods,27961
hip hop,Mr. Porter,Aftermath,Hip-Hop,7642,Kuniva,Swifty McVay,Quest M.C.O.D.Y,2696
rap,MR. SERV-ON,hip hop,Hip-Hop,18020,Mia X,Skull Duggrey,Young Bleed,3745
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Ms. Jade,Hip-Hop,rap,155348,Charli Baltimore,Jacki-O,"Lisa ""Left Eye"" Lopes",36258
Dirty South,Murphy Lee,Hip-Hop,rap,333156,Dem Franchize Boyz,Unk,J-Kwon,92136
hip hop,Murs,underground hip-hop,Hip-Hop,4470936,Little Brother,Brother Ali,Living Legends,299543
Dirty South,Mystikal,rap,Hip-Hop,1234379,Silkk The Shocker,Master P,Trick Daddy,246506
juggalo,Myzery,rap,Horrorcore,26340,I.C.P.,Jumpsteady,Killa C,6559
hip hop,Nas,rap,Hip-Hop,44430464,Mobb Deep,AZ,Jay-Z,1842927
rnb,Nicki Minaj,rap,Hip-Hop,54973003,Iggy Azalea,Beyoncé,Rihanna,1867590
NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggaeton,N.O.R.E.,rap,Hip-Hop,1000979,Capone-N-Noreaga,The Lox,Jadakiss,210375
metalcore,Napoleon,hardcore,melodic hardcore,409553,Counterparts,Polar,Seasons In Wreckage,26592
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Nate Dogg,Hip-Hop,G-funk,2517859,213,Warren G,Tha Dogg Pound,328929
Hip-Hop,Nature,podcast,rap,403893,Tragedy Khadafi,Ras Kass,Styles P,30704
NA,NA,NA,NA,NA,NA,NA,NA,NA
vocaloid,NAV,Hip-Hop,black metal,234087,Post Malone,Mike Will Made-It,Migos,25104
Horrorcore,Necro,Death Rap,Hip-Hop,5037539,Ill Bill,Mr. Hyde,Non Phixion,186074
NA,NA,NA,NA,NA,NA,NA,NA,NA
rnb,Nelly,rap,Hip-Hop,16378811,Ja Rule,Chingy,Ludacris,1816472
rnb,NF,rap,Hip-Hop,418287,KB,Andy Mineo,Lecrae,31243
rnb,Nick Cannon,rap,Hip-Hop,157024,Dreezy,Baby Bash,DJ Drama,38683
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Nicky Da B,New Orleans,bounce,17700,Sissy Nobby,Gotty Boi Chris,Dj Jubilee,2758
soul,Nicole Wray,female vocalists,rnb,227070,Cheri Dennis,Shareefa,Kiley Dean,56189
female rap,Nikki D,rap,Hip-Hop,12155,Downtown Science,Hollis Crew,Yo-Yo,3851
west coast,Nipsey Hussle,rap,Hip-Hop,1783397,Dom Kennedy,Curren$y,Fabolous,262329
jazz,Nitty,rap,Hip-Hop,125035,Guerilla Black,504 Boyz,Yung Wun,27734
rap,"Nitty Scott, MC",underground hip hop,Hip-Hop,65785,Kinetics & One Love,Add-2,Emilio Rojas,6411
USA,NoClue,rap,Hip-Hop,14452,Bazanji,Lungz,Sky 7th,1230
clipse,No Malice,Hip-Hop,hip hop,26948,Social Club,Maybach Music Group,Bizzle,2743
NA,NA,NA,NA,NA,NA,NA,NA,NA
street punk,NoName,hip hop,Hip-Hop,705668,Isaiah Rashad,Chance the Rapper,Saba,45414
female vocalist,Nonchalant,Hip-Hop,rap,27155,Heather B.,Queen Pen,Raw Breed,4640
Gangsta Rap,The Notorious B.I.G.,rap,Hip-Hop,36791733,Nas,2Pac,Jay-Z,1941735
producer,Nottz,underground hip-hop,Hip-Hop,151811,Rapper Big Pooh,Kev Brown,Kenn Starr,17892
Jazz Hop,Nujabes,japanese,Hip-Hop,21425663,Force of Nature,Fat Jon,Uyama Hiroto,227329
Hip-Hop,Nump,hyphy,alternative metal,40838,Dem Hoodstarz,The Team,Turf Talk,8696
rap,Numskull,Hip-Hop,thrash metal,15777,Assorted Heap,Soothsayer,Indestroy,2103
hip hop,Nyzzy Nyce,Hip-Hop,rap,9591,Bazanji,Vee tha Rula,Tdot illdude,1263
hip hop,Obie Trice,Hip-Hop,rap,4305725,D12,Slaughterhouse,G-Unit,785879
rap,Oddisee,underground hip-hop,Hip-Hop,3629975,Diamond District,Mello Music Group,Elzhi,180885
seen live,Offset,russian,ska,21514,Quavo,Zach Farlow,Migos,2238
hip hop,OG Maco,rap,Hip-Hop,446741,Rich The Kid,Waka Flocka Flame,Young Thug,36738
Stones throw,Oh No,underground hip-hop,Hip-Hop,2875954,Madlib,MED,Guilty Simpson,188508
Dirty South,OJ da Juiceman,rap,Hip-Hop,1252127,Young Scooter,Young Dolph,Gucci Mane,260634
wu-tang,Ol' Dirty Bastard,rap,Hip-Hop,5853344,Method Man,Wu-Tang Clan,GZA/Genius,536046
africa,Olamide,african,Hip-Hop,45269,Phyno,Ice Prince,Kiss Daniel,3241
NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion,Omarion,Hip-Hop,rnb,4793966,Trey Songz,August Alsina,Eric Bellinger,786333
black metal,Omega Red,death metal,deathcore,3240,Hereafter An Odyssey,Dead Will Rise,Cholera,507
Philadelphia,Omillio Sparks,rap,hip hop,4797,MAJOR FIGGAS,Prinz,Peedi Crakk,1091
rap,Oneya,hip hop,Hip-Hop,5658,Struka,V.I.P.,Blokovski,266
rap,Open Mike Eagle,underground hip-hop,Hip-Hop,1045893,Milo,Busdriver,Serengeti,49943
NA,NA,NA,NA,NA,NA,NA,NA,NA
pop,Psy,Korean,k-pop,5900219,G-Dragon,Big Bang,Brown Eyed Girls,548304
hip hop,Q-Tip,rap,Hip-Hop,5392037,A Tribe Called Quest,Slum Village,Common,438100
Canadian,P. Reign,canada,rap,189809,Tory Lanez,Amir Obe,French Montana,25689
NA,NA,NA,NA,NA,NA,NA,NA,NA
southern rap,Papa Reu,rnb,USA,6756,C-Note,Big Pokey,Lil' Keke,1349
new york,Papoose,rap,Hip-Hop,1687075,Saigon,Jadakiss,Styles P,171098
political rap,Paris,rap,Hip-Hop,655103,Above the Law,MC Ren,Spice 1,63101
Crunk,Pastor Troy,rap,Dirty South,1018819,Trillville,Young Jeezy,Project Pat,190017
Dirty South,Paul Wall,Hip-Hop,rap,2086873,Slim Thug,Mike Jones,Bun B,301494
Philadelphia,Peedi Peedi,Hip-Hop,rap,3640,Peedi Crakk,State Property,Young Gunz,744
Hip-Hop,PeeWee Longway,rap,trap,153812,Bankroll Fresh,Young Scooter,Young Dolph,7035
underground hip-hop,Percee P,Stones throw,Hip-Hop,689268,Roc Marciano,Strong Arm Steady,Lootpack,69604
Dirty South,Petey Pablo,rap,Hip-Hop,1740840,YoungBloodz,Ying Yang Twins,Lil Jon & The East Side Boyz,292690
hip hop,Pharoahe Monch,rap,Hip-Hop,3755192,Organized Konfusion,Masta Ace,Talib Kweli,315670
rap,Pharrell Williams,rnb,Hip-Hop,14746110,N*E*R*D,Justin Timberlake,Robin Thicke,1150071
underground hip-hop,Phat Kat,detroit,Hip-Hop,287931,Frank-N-Dank,Que D,Fat Ray & Black Milk,37639
new york,Phife Dawg,rap,Hip-Hop,108169,Q-Tip,A Tribe Called Quest,Brand Nubian,19269
Bay Area,Philthy Rich,rap,Hip-Hop,159750,Mozzy,The Jacka,J. Stalin,24293
afrobeat,Phyno,nigeria,africa,15526,Olamide,Kiss Daniel,RUNTOWN,1383
atlanta,Pill,Hip-Hop,rap,449631,Rick Ross,Big Boi,Gucci Mane,117548
Hip-Hop,Pimp C,rap,Dirty South,1140918,UGK,Bun B,Slim Thug,184405
NA,NA,NA,NA,NA,NA,NA,NA,NA
underground hip-hop,Planet Asia,rap,Hip-Hop,640839,Roc Marciano,Ras Kass,O.C.,69095
techno,Planetary,rap,Hip-Hop,20592,Doap Nixon,Randam Luck,King Syze,4198
Dirty South,Plies,Hip-Hop,rap,4186267,Yo Gotti,Trick Daddy,Lil Boosie,740165
urban,PNC,rap,Hip-Hop,37708,Nesian Mystik,Smashproof,Team Dynamite,4046
spanish hip-hop,Porta,Hip-Hop,rap,890768,NACH,Canserbero,Santaflow,47053
hip hop,Positive K,rap,Hip-Hop,225074,Heavy D & The Boyz,Wreckx-N-Effect,Big Daddy Kane,58392
hip hop,Post Malone,rap,Hip-Hop,2008226,NAV,Travi$ Scott,Drake,146379
hip hop,Pras,rap,Hip-Hop,401311,Kris Kross,Diddy,Eve,109651
